State	Filed week ended	Initial Claims	Reflecting Week Ended	Continued Claims	Covered Employment	Insured Unemployment Rate
Alabama	01/04/2020	4,578	12/28/2019	18,523	1,923,741	0.96
Alabama	01/11/2020	3,629	01/04/2020	21,143	1,923,741	1.10
Alabama	01/18/2020	2,483	01/11/2020	17,402	1,923,741	0.90
Alabama	01/25/2020	2,129	01/18/2020	18,390	1,923,741	0.96
Alabama	02/01/2020	2,170	01/25/2020	17,284	1,923,741	0.90
Alabama	02/08/2020	2,176	02/01/2020	16,745	1,923,741	0.87
Alabama	02/15/2020	1,981	02/08/2020	16,571	1,923,741	0.86
Alabama	02/22/2020	1,735	02/15/2020	16,059	1,923,741	0.83
Alabama	02/29/2020	1,575	02/22/2020	14,721	1,923,741	0.77
Alabama	03/07/2020	1,663	02/29/2020	13,657	1,923,741	0.71
Alabama	03/14/2020	1,819	03/07/2020	13,070	1,923,741	0.68
Alabama	03/21/2020	10,892	03/14/2020	12,487	1,923,741	0.65
Alabama	03/28/2020	80,984	03/21/2020	18,083	1,923,741	0.94
Alabama	04/04/2020	106,739	03/28/2020	52,176	1,923,741	2.71
Alabama	04/11/2020	77,515	04/04/2020	95,325	1,929,897	4.94
Alabama	04/18/2020	66,432	04/11/2020	144,327	1,929,897	7.48
Alabama	04/25/2020	74,966	04/18/2020	173,855	1,929,897	9.01
Alabama	05/02/2020	28,985	04/25/2020	214,684	1,929,897	11.12
Alabama	05/09/2020	26,666	05/02/2020	216,856	1,929,897	11.24
Alabama	05/16/2020	25,150	05/09/2020	203,677	1,929,897	10.55
Alabama	05/23/2020	27,919	05/16/2020	190,205	1,929,897	9.86
Alabama	05/30/2020	21,335	05/23/2020	183,565	1,929,897	9.51
Alabama	06/06/2020	19,949	05/30/2020	180,245	1,929,897	9.34
Alabama	06/13/2020	18,367	06/06/2020	163,982	1,929,897	8.50
Alabama	06/20/2020	18,671	06/13/2020	150,002	1,929,897	7.77
Alabama	06/27/2020	18,338	06/20/2020	141,450	1,929,897	7.33
Alabama	07/04/2020	19,056	06/27/2020	138,272	1,929,897	7.16
Alabama	07/11/2020	20,563	07/04/2020	117,388	1,935,262	6.07
Alaska	01/04/2020	981	12/28/2019	10,177	306,493	3.32
Alaska	01/11/2020	1,371	01/04/2020	9,310	307,329	3.03
Alaska	01/18/2020	1,181	01/11/2020	9,984	307,329	3.25
Alaska	01/25/2020	1,003	01/18/2020	9,496	307,329	3.09
Alaska	02/01/2020	1,122	01/25/2020	9,579	307,329	3.12
Alaska	02/08/2020	980	02/01/2020	9,161	307,329	2.98
Alaska	02/15/2020	915	02/08/2020	9,343	307,329	3.04
Alaska	02/22/2020	773	02/15/2020	8,864	307,329	2.88
Alaska	02/29/2020	874	02/22/2020	8,938	307,329	2.91
Alaska	03/07/2020	815	02/29/2020	8,266	307,329	2.69
Alaska	03/14/2020	1,120	03/07/2020	8,522	307,329	2.77
Alaska	03/21/2020	7,847	03/14/2020	8,512	307,329	2.77
Alaska	03/28/2020	13,774	03/21/2020	11,173	307,329	3.64
Alaska	04/04/2020	14,590	03/28/2020	19,845	307,329	6.46
Alaska	04/11/2020	12,007	04/04/2020	35,365	308,137	11.48
Alaska	04/18/2020	12,201	04/11/2020	48,096	308,137	15.61
Alaska	04/25/2020	10,313	04/18/2020	52,022	308,137	16.88
Alaska	05/02/2020	8,718	04/25/2020	49,893	308,137	16.19
Alaska	05/09/2020	7,807	05/02/2020	50,791	308,137	16.48
Alaska	05/16/2020	7,741	05/09/2020	50,049	308,137	16.24
Alaska	05/23/2020	8,152	05/16/2020	48,000	308,137	15.58
Alaska	05/30/2020	7,452	05/23/2020	47,344	308,137	15.36
Alaska	06/06/2020	7,081	05/30/2020	47,123	308,137	15.29
Alaska	06/13/2020	6,797	06/06/2020	45,792	308,137	14.86
Alaska	06/20/2020	6,757	06/13/2020	44,380	308,137	14.40
Alaska	06/27/2020	6,467	06/20/2020	43,208	308,137	14.02
Alaska	07/04/2020	6,124	06/27/2020	42,110	308,137	13.67
Alaska	07/11/2020	9,572	07/04/2020	43,225	308,691	14.00
Arkansas	01/04/2020	2,576	12/28/2019	15,323	1,193,713	1.28
Arkansas	01/11/2020	2,493	01/04/2020	15,536	1,195,622	1.30
Arkansas	01/18/2020	1,729	01/11/2020	13,229	1,195,622	1.11
Arkansas	01/25/2020	1,683	01/18/2020	12,331	1,195,622	1.03
Arkansas	02/01/2020	1,837	01/25/2020	13,210	1,195,622	1.10
Arkansas	02/08/2020	1,724	02/01/2020	12,964	1,195,622	1.08
Arkansas	02/15/2020	1,602	02/08/2020	12,979	1,195,622	1.09
Arkansas	02/22/2020	1,055	02/15/2020	12,546	1,195,622	1.05
Arkansas	02/29/2020	1,418	02/22/2020	12,244	1,195,622	1.02
Arkansas	03/07/2020	1,843	02/29/2020	11,618	1,195,622	0.97
Arkansas	03/14/2020	1,382	03/07/2020	11,514	1,195,622	0.96
Arkansas	03/21/2020	9,275	03/14/2020	10,988	1,195,622	0.92
Arkansas	03/28/2020	27,756	03/21/2020	16,148	1,195,622	1.35
Arkansas	04/04/2020	62,086	03/28/2020	36,499	1,195,622	3.05
Arkansas	04/11/2020	35,629	04/04/2020	66,511	1,196,468	5.56
Arkansas	04/18/2020	25,404	04/11/2020	91,278	1,196,468	7.63
Arkansas	04/25/2020	17,671	04/18/2020	109,337	1,196,468	9.14
Arkansas	05/02/2020	13,448	04/25/2020	119,332	1,196,468	9.97
Arkansas	05/09/2020	13,152	05/02/2020	122,522	1,196,468	10.24
Arkansas	05/16/2020	11,427	05/09/2020	122,408	1,196,468	10.23
Arkansas	05/23/2020	10,825	05/16/2020	120,043	1,196,468	10.03
Arkansas	05/30/2020	8,481	05/23/2020	115,365	1,196,468	9.64
Arkansas	06/06/2020	9,663	05/30/2020	115,482	1,196,468	9.65
Arkansas	06/13/2020	9,381	06/06/2020	113,623	1,196,468	9.50
Arkansas	06/20/2020	9,669	06/13/2020	112,189	1,196,468	9.38
Arkansas	06/27/2020	10,395	06/20/2020	108,691	1,196,468	9.08
Arkansas	07/04/2020	10,832	06/27/2020	104,692	1,196,468	8.75
Arkansas	07/11/2020	14,155	07/04/2020	99,083	1,197,760	8.27
Arizona	01/04/2020	3,132	12/28/2019	17,991	2,864,180	0.63
Arizona	01/11/2020	4,654	01/04/2020	18,259	2,864,180	0.64
Arizona	01/18/2020	4,152	01/11/2020	18,421	2,864,180	0.64
Arizona	01/25/2020	3,475	01/18/2020	18,401	2,864,180	0.64
Arizona	02/01/2020	3,807	01/25/2020	18,854	2,864,180	0.66
Arizona	02/08/2020	3,636	02/01/2020	18,461	2,864,180	0.64
Arizona	02/15/2020	3,538	02/08/2020	18,516	2,864,180	0.65
Arizona	02/22/2020	3,151	02/15/2020	18,217	2,864,180	0.64
Arizona	02/29/2020	3,086	02/22/2020	18,137	2,864,180	0.63
Arizona	03/07/2020	3,357	02/29/2020	17,593	2,864,180	0.61
Arizona	03/14/2020	3,844	03/07/2020	17,595	2,864,180	0.61
Arizona	03/21/2020	29,348	03/14/2020	18,108	2,864,180	0.63
Arizona	03/28/2020	88,940	03/21/2020	26,387	2,864,180	0.92
Arizona	04/04/2020	132,428	03/28/2020	62,597	2,864,180	2.19
Arizona	04/11/2020	98,531	04/04/2020	120,592	2,864,180	4.21
Arizona	04/18/2020	72,457	04/11/2020	170,262	2,885,408	5.90
Arizona	04/25/2020	52,581	04/18/2020	196,401	2,885,408	6.81
Arizona	05/02/2020	43,023	04/25/2020	218,760	2,885,408	7.58
Arizona	05/09/2020	31,570	05/02/2020	228,806	2,885,408	7.93
Arizona	05/16/2020	31,957	05/09/2020	230,566	2,885,408	7.99
Arizona	05/23/2020	26,868	05/16/2020	217,968	2,885,408	7.55
Arizona	05/30/2020	22,012	05/23/2020	209,944	2,885,408	7.28
Arizona	06/06/2020	24,367	05/30/2020	210,605	2,885,408	7.30
Arizona	06/13/2020	22,419	06/06/2020	209,529	2,885,408	7.26
Arizona	06/20/2020	25,886	06/13/2020	217,934	2,885,408	7.55
Arizona	06/27/2020	26,328	06/20/2020	217,505	2,885,408	7.54
Arizona	07/04/2020	25,774	06/27/2020	216,603	2,885,408	7.51
Arizona	07/11/2020	28,695	07/04/2020	227,419	2,905,807	7.83
California	01/04/2020	36,720	12/28/2019	359,606	17,203,829	2.09
California	01/11/2020	51,993	01/04/2020	356,376	17,265,039	2.06
California	01/18/2020	64,858	01/11/2020	376,947	17,265,039	2.18
California	01/25/2020	45,596	01/18/2020	336,269	17,265,039	1.95
California	02/01/2020	43,458	01/25/2020	388,341	17,265,039	2.25
California	02/08/2020	40,392	02/01/2020	359,156	17,265,039	2.08
California	02/15/2020	43,445	02/08/2020	375,305	17,265,039	2.17
California	02/22/2020	34,979	02/15/2020	349,252	17,265,039	2.02
California	02/29/2020	41,678	02/22/2020	369,988	17,265,039	2.14
California	03/07/2020	43,385	02/29/2020	378,864	17,265,039	2.19
California	03/14/2020	57,606	03/07/2020	351,344	17,265,039	2.04
California	03/21/2020	186,333	03/14/2020	421,912	17,265,039	2.44
California	03/28/2020	1,058,325	03/21/2020	400,565	17,265,039	2.32
California	04/04/2020	918,814	03/28/2020	1,076,761	17,265,039	6.24
California	04/11/2020	655,472	04/04/2020	1,429,954	17,330,010	8.25
California	04/18/2020	528,360	04/11/2020	2,422,458	17,330,010	13.98
California	04/25/2020	325,343	04/18/2020	1,887,575	17,330,010	10.89
California	05/02/2020	316,257	04/25/2020	4,808,361	17,330,010	27.75
California	05/09/2020	212,667	05/02/2020	2,850,204	17,330,010	16.45
California	05/16/2020	244,431	05/09/2020	3,565,153	17,330,010	20.57
California	05/23/2020	203,262	05/16/2020	2,155,310	17,330,010	12.44
California	05/30/2020	228,634	05/23/2020	2,752,401	17,330,010	15.88
California	06/06/2020	255,836	05/30/2020	2,812,484	17,330,010	16.23
California	06/13/2020	241,424	06/06/2020	3,001,413	17,330,010	17.32
California	06/20/2020	284,494	06/13/2020	2,779,425	17,330,010	16.04
California	06/27/2020	277,362	06/20/2020	2,901,601	17,330,010	16.74
California	07/04/2020	264,791	06/27/2020	2,758,474	17,330,010	15.92
California	07/11/2020	284,914	07/04/2020	2,946,807	17,396,834	16.94
Colorado	01/04/2020	2,431	12/28/2019	21,391	2,635,231	0.81
Colorado	01/11/2020	3,001	01/04/2020	21,492	2,650,335	0.81
Colorado	01/18/2020	2,522	01/11/2020	21,104	2,650,335	0.80
Colorado	01/25/2020	2,164	01/18/2020	22,738	2,650,335	0.86
Colorado	02/01/2020	2,049	01/25/2020	21,560	2,650,335	0.81
Colorado	02/08/2020	2,482	02/01/2020	22,881	2,650,335	0.86
Colorado	02/15/2020	2,209	02/08/2020	22,076	2,650,335	0.83
Colorado	02/22/2020	1,862	02/15/2020	23,694	2,650,335	0.89
Colorado	02/29/2020	1,681	02/22/2020	22,409	2,650,335	0.85
Colorado	03/07/2020	1,865	02/29/2020	22,908	2,650,335	0.86
Colorado	03/14/2020	2,321	03/07/2020	21,260	2,650,335	0.80
Colorado	03/21/2020	19,774	03/14/2020	21,309	2,650,335	0.80
Colorado	03/28/2020	61,838	03/21/2020	21,956	2,650,335	0.83
Colorado	04/04/2020	46,326	03/28/2020	73,584	2,650,335	2.78
Colorado	04/11/2020	104,572	04/04/2020	166,593	2,666,358	6.25
Colorado	04/18/2020	67,639	04/11/2020	171,434	2,666,358	6.43
Colorado	04/25/2020	38,662	04/18/2020	228,713	2,666,358	8.58
Colorado	05/02/2020	28,360	04/25/2020	228,683	2,666,358	8.58
Colorado	05/09/2020	22,732	05/02/2020	261,951	2,666,358	9.82
Colorado	05/16/2020	18,054	05/09/2020	246,507	2,666,358	9.25
Colorado	05/23/2020	15,719	05/16/2020	265,499	2,666,358	9.96
Colorado	05/30/2020	12,519	05/23/2020	244,600	2,666,358	9.17
Colorado	06/06/2020	13,098	05/30/2020	263,810	2,666,358	9.89
Colorado	06/13/2020	10,382	06/06/2020	242,785	2,666,358	9.11
Colorado	06/20/2020	10,013	06/13/2020	259,341	2,666,358	9.73
Colorado	06/27/2020	8,646	06/20/2020	237,236	2,666,358	8.90
Colorado	07/04/2020	7,928	06/27/2020	246,108	2,666,358	9.23
Colorado	07/11/2020	10,554	07/04/2020	228,224	2,681,376	8.51
Connecticut	01/04/2020	7,852	12/28/2019	46,562	1,655,540	2.81
Connecticut	01/11/2020	5,986	01/04/2020	47,540	1,654,391	2.87
Connecticut	01/18/2020	3,776	01/11/2020	42,483	1,654,391	2.57
Connecticut	01/25/2020	2,949	01/18/2020	41,760	1,654,391	2.52
Connecticut	02/01/2020	2,994	01/25/2020	41,725	1,654,391	2.52
Connecticut	02/08/2020	2,944	02/01/2020	41,633	1,654,391	2.52
Connecticut	02/15/2020	2,520	02/08/2020	39,384	1,654,391	2.38
Connecticut	02/22/2020	2,435	02/15/2020	41,691	1,654,391	2.52
Connecticut	02/29/2020	2,843	02/22/2020	42,168	1,654,391	2.55
Connecticut	03/07/2020	2,527	02/29/2020	40,638	1,654,391	2.46
Connecticut	03/14/2020	3,440	03/07/2020	39,786	1,654,391	2.40
Connecticut	03/21/2020	25,100	03/14/2020	44,194	1,654,391	2.67
Connecticut	03/28/2020	33,227	03/21/2020	80,861	1,654,391	4.89
Connecticut	04/04/2020	33,464	03/28/2020	147,939	1,654,391	8.94
Connecticut	04/11/2020	34,050	04/04/2020	189,196	1,653,302	11.44
Connecticut	04/18/2020	102,808	04/11/2020	306,047	1,653,302	18.51
Connecticut	04/25/2020	33,041	04/18/2020	309,111	1,653,302	18.70
Connecticut	05/02/2020	36,138	04/25/2020	297,549	1,653,302	18.00
Connecticut	05/09/2020	30,046	05/02/2020	319,529	1,653,302	19.33
Connecticut	05/16/2020	25,960	05/09/2020	297,088	1,653,302	17.97
Connecticut	05/23/2020	16,603	05/16/2020	272,695	1,653,302	16.49
Connecticut	05/30/2020	14,208	05/23/2020	248,663	1,653,302	15.04
Connecticut	06/06/2020	15,366	05/30/2020	269,117	1,653,302	16.28
Connecticut	06/13/2020	11,852	06/06/2020	260,518	1,653,302	15.76
Connecticut	06/20/2020	10,411	06/13/2020	250,774	1,653,302	15.17
Connecticut	06/27/2020	10,133	06/20/2020	247,195	1,653,302	14.95
Connecticut	07/04/2020	12,267	06/27/2020	251,926	1,653,302	15.24
Connecticut	07/11/2020	9,955	07/04/2020	254,461	1,652,033	15.40
Delaware	01/04/2020	875	12/28/2019	6,881	441,663	1.56
Delaware	01/11/2020	1,107	01/04/2020	7,083	443,288	1.60
Delaware	01/18/2020	830	01/11/2020	5,967	443,288	1.35
Delaware	01/25/2020	674	01/18/2020	5,703	443,288	1.29
Delaware	02/01/2020	622	01/25/2020	6,830	443,288	1.54
Delaware	02/08/2020	608	02/01/2020	5,888	443,288	1.33
Delaware	02/15/2020	610	02/08/2020	5,917	443,288	1.33
Delaware	02/22/2020	632	02/15/2020	5,921	443,288	1.34
Delaware	02/29/2020	524	02/22/2020	6,742	443,288	1.52
Delaware	03/07/2020	518	02/29/2020	5,480	443,288	1.24
Delaware	03/14/2020	472	03/07/2020	5,310	443,288	1.20
Delaware	03/21/2020	10,776	03/14/2020	5,297	443,288	1.19
Delaware	03/28/2020	19,137	03/21/2020	11,506	443,288	2.60
Delaware	04/04/2020	18,851	03/28/2020	19,442	443,288	4.39
Delaware	04/11/2020	13,258	04/04/2020	29,577	445,741	6.64
Delaware	04/18/2020	9,446	04/11/2020	38,451	445,741	8.63
Delaware	04/25/2020	7,947	04/18/2020	44,977	445,741	10.09
Delaware	05/02/2020	6,297	04/25/2020	52,501	445,741	11.78
Delaware	05/09/2020	5,197	05/02/2020	50,205	445,741	11.26
Delaware	05/16/2020	5,554	05/09/2020	51,010	445,741	11.44
Delaware	05/23/2020	4,651	05/16/2020	50,780	445,741	11.39
Delaware	05/30/2020	3,052	05/23/2020	55,172	445,741	12.38
Delaware	06/06/2020	3,037	05/30/2020	49,659	445,741	11.14
Delaware	06/13/2020	2,516	06/06/2020	47,115	445,741	10.57
Delaware	06/20/2020	2,797	06/13/2020	45,112	445,741	10.12
Delaware	06/27/2020	2,771	06/20/2020	44,034	445,741	9.88
Delaware	07/04/2020	2,791	06/27/2020	45,598	445,741	10.23
Delaware	07/11/2020	3,167	07/04/2020	42,194	446,976	9.44
District of Columbia	01/04/2020	481	12/28/2019	7,198	576,878	1.25
District of Columbia	01/11/2020	706	01/04/2020	7,102	578,035	1.23
District of Columbia	01/18/2020	594	01/11/2020	7,271	578,035	1.26
District of Columbia	01/25/2020	534	01/18/2020	7,149	578,035	1.24
District of Columbia	02/01/2020	539	01/25/2020	7,139	578,035	1.24
District of Columbia	02/08/2020	508	02/01/2020	7,156	578,035	1.24
District of Columbia	02/15/2020	473	02/08/2020	7,079	578,035	1.22
District of Columbia	02/22/2020	422	02/15/2020	7,003	578,035	1.21
District of Columbia	02/29/2020	452	02/22/2020	7,020	578,035	1.21
District of Columbia	03/07/2020	471	02/29/2020	6,792	578,035	1.18
District of Columbia	03/14/2020	1,213	03/07/2020	6,746	578,035	1.17
District of Columbia	03/21/2020	14,462	03/14/2020	7,378	578,035	1.28
District of Columbia	03/28/2020	15,869	03/21/2020	17,661	578,035	3.06
District of Columbia	04/04/2020	15,329	03/28/2020	31,385	578,035	5.43
District of Columbia	04/11/2020	9,974	04/04/2020	42,224	579,419	7.29
District of Columbia	04/18/2020	8,639	04/11/2020	47,465	579,419	8.19
District of Columbia	04/25/2020	8,708	04/18/2020	52,534	579,419	9.07
District of Columbia	05/02/2020	8,113	04/25/2020	58,634	579,419	10.12
District of Columbia	05/09/2020	5,782	05/02/2020	65,298	579,419	11.27
District of Columbia	05/16/2020	5,196	05/09/2020	68,844	579,419	11.88
District of Columbia	05/23/2020	5,135	05/16/2020	70,103	579,419	12.10
District of Columbia	05/30/2020	3,559	05/23/2020	70,671	579,419	12.20
District of Columbia	06/06/2020	3,385	05/30/2020	72,023	579,419	12.43
District of Columbia	06/13/2020	3,065	06/06/2020	72,934	579,419	12.59
District of Columbia	06/20/2020	3,073	06/13/2020	72,927	579,419	12.59
District of Columbia	06/27/2020	3,132	06/20/2020	72,807	579,419	12.57
District of Columbia	07/04/2020	2,858	06/27/2020	72,802	579,419	12.56
District of Columbia	07/11/2020	3,300	07/04/2020	72,525	580,956	12.48
Florida	01/04/2020	4,618	12/28/2019	36,189	8,608,066	0.42
Florida	01/11/2020	6,862	01/04/2020	35,024	8,604,277	0.41
Florida	01/18/2020	6,088	01/11/2020	34,718	8,604,277	0.40
Florida	01/25/2020	5,206	01/18/2020	33,347	8,604,277	0.39
Florida	02/01/2020	5,457	01/25/2020	35,871	8,604,277	0.42
Florida	02/08/2020	5,605	02/01/2020	33,176	8,604,277	0.39
Florida	02/15/2020	5,229	02/08/2020	34,449	8,604,277	0.40
Florida	02/22/2020	4,861	02/15/2020	33,570	8,604,277	0.39
Florida	02/29/2020	4,853	02/22/2020	33,421	8,604,277	0.39
Florida	03/07/2020	5,325	02/29/2020	32,262	8,604,277	0.37
Florida	03/14/2020	6,463	03/07/2020	32,244	8,604,277	0.37
Florida	03/21/2020	74,313	03/14/2020	33,728	8,604,277	0.39
Florida	03/28/2020	228,484	03/21/2020	35,076	8,604,277	0.41
Florida	04/04/2020	169,885	03/28/2020	98,921	8,604,277	1.15
Florida	04/11/2020	180,419	04/04/2020	339,448	8,590,846	3.95
Florida	04/18/2020	506,670	04/11/2020	177,021	8,590,846	2.06
Florida	04/25/2020	433,103	04/18/2020	540,554	8,590,846	6.29
Florida	05/02/2020	174,860	04/25/2020	444,561	8,590,846	5.17
Florida	05/09/2020	223,082	05/02/2020	1,035,207	8,590,846	12.05
Florida	05/16/2020	225,404	05/09/2020	2,151,108	8,590,846	25.04
Florida	05/23/2020	175,411	05/16/2020	529,384	8,590,846	6.16
Florida	05/30/2020	207,707	05/23/2020	630,640	8,590,846	7.34
Florida	06/06/2020	112,161	05/30/2020	966,625	8,590,846	11.25
Florida	06/13/2020	88,148	06/06/2020	920,202	8,590,846	10.71
Florida	06/20/2020	95,683	06/13/2020	995,792	8,590,846	11.59
Florida	06/27/2020	84,370	06/20/2020	741,344	8,590,846	8.63
Florida	07/04/2020	66,941	06/27/2020	581,952	8,590,846	6.77
Florida	07/11/2020	132,831	07/04/2020	914,801	8,732,627	10.48
Georgia	01/04/2020	17,060	12/28/2019	38,704	4,353,840	0.89
Georgia	01/11/2020	17,962	01/04/2020	47,482	4,373,059	1.09
Georgia	01/18/2020	8,161	01/11/2020	32,079	4,373,059	0.73
Georgia	01/25/2020	5,257	01/18/2020	28,998	4,373,059	0.66
Georgia	02/01/2020	5,199	01/25/2020	28,332	4,373,059	0.65
Georgia	02/08/2020	5,577	02/01/2020	26,984	4,373,059	0.62
Georgia	02/15/2020	6,277	02/08/2020	27,317	4,373,059	0.62
Georgia	02/22/2020	5,030	02/15/2020	26,963	4,373,059	0.62
Georgia	02/29/2020	5,538	02/22/2020	26,958	4,373,059	0.62
Georgia	03/07/2020	4,569	02/29/2020	25,079	4,373,059	0.57
Georgia	03/14/2020	5,445	03/07/2020	25,352	4,373,059	0.58
Georgia	03/21/2020	12,140	03/14/2020	27,507	4,373,059	0.63
Georgia	03/28/2020	133,820	03/21/2020	107,877	4,373,059	2.47
Georgia	04/04/2020	390,132	03/28/2020	360,077	4,373,059	8.23
Georgia	04/11/2020	319,581	04/04/2020	595,418	4,388,404	13.57
Georgia	04/18/2020	247,003	04/11/2020	611,889	4,388,404	13.94
Georgia	04/25/2020	266,565	04/18/2020	758,856	4,388,404	17.29
Georgia	05/02/2020	228,352	04/25/2020	885,764	4,388,404	20.18
Georgia	05/09/2020	242,772	05/02/2020	812,913	4,388,404	18.52
Georgia	05/16/2020	177,731	05/09/2020	790,178	4,388,404	18.01
Georgia	05/23/2020	165,499	05/16/2020	731,762	4,388,404	16.67
Georgia	05/30/2020	149,163	05/23/2020	754,833	4,388,404	17.20
Georgia	06/06/2020	135,254	05/30/2020	698,154	4,388,404	15.91
Georgia	06/13/2020	131,997	06/06/2020	682,501	4,388,404	15.55
Georgia	06/20/2020	125,725	06/13/2020	669,735	4,388,404	15.26
Georgia	06/27/2020	117,485	06/20/2020	661,233	4,388,404	15.07
Georgia	07/04/2020	105,160	06/27/2020	619,947	4,388,404	14.13
Georgia	07/11/2020	138,452	07/04/2020	792,717	4,406,223	17.99
Hawaii	01/04/2020	1,825	12/28/2019	6,813	623,074	1.09
Hawaii	01/11/2020	1,826	01/04/2020	7,849	621,949	1.26
Hawaii	01/18/2020	1,234	01/11/2020	6,623	621,949	1.06
Hawaii	01/25/2020	1,014	01/18/2020	6,407	621,949	1.03
Hawaii	02/01/2020	1,135	01/25/2020	6,070	621,949	0.98
Hawaii	02/08/2020	1,137	02/01/2020	6,205	621,949	1.00
Hawaii	02/15/2020	1,199	02/08/2020	6,121	621,949	0.98
Hawaii	02/22/2020	1,020	02/15/2020	6,223	621,949	1.00
Hawaii	02/29/2020	1,049	02/22/2020	5,951	621,949	0.96
Hawaii	03/07/2020	1,275	02/29/2020	6,047	621,949	0.97
Hawaii	03/14/2020	1,589	03/07/2020	6,204	621,949	1.00
Hawaii	03/21/2020	8,817	03/14/2020	6,477	621,949	1.04
Hawaii	03/28/2020	48,596	03/21/2020	10,997	621,949	1.77
Hawaii	04/04/2020	53,102	03/28/2020	32,226	621,949	5.18
Hawaii	04/11/2020	34,717	04/04/2020	48,305	621,474	7.77
Hawaii	04/18/2020	26,591	04/11/2020	72,261	621,474	11.63
Hawaii	04/25/2020	22,496	04/18/2020	68,637	621,474	11.04
Hawaii	05/02/2020	15,177	04/25/2020	88,110	621,474	14.18
Hawaii	05/09/2020	12,329	05/02/2020	110,922	621,474	17.85
Hawaii	05/16/2020	10,964	05/09/2020	145,711	621,474	23.45
Hawaii	05/23/2020	9,140	05/16/2020	128,086	621,474	20.61
Hawaii	05/30/2020	7,702	05/23/2020	124,939	621,474	20.10
Hawaii	06/06/2020	7,338	05/30/2020	125,568	621,474	20.20
Hawaii	06/13/2020	7,248	06/06/2020	114,119	621,474	18.36
Hawaii	06/20/2020	7,178	06/13/2020	132,466	621,474	21.31
Hawaii	06/27/2020	8,193	06/20/2020	128,990	621,474	20.76
Hawaii	07/04/2020	7,648	06/27/2020	123,629	621,474	19.89
Hawaii	07/11/2020	7,668	07/04/2020	128,638	620,739	20.72
Idaho	01/04/2020	2,957	12/28/2019	8,854	722,812	1.22
Idaho	01/11/2020	2,131	01/04/2020	11,483	727,996	1.58
Idaho	01/18/2020	2,172	01/11/2020	11,931	727,996	1.64
Idaho	01/25/2020	1,821	01/18/2020	11,833	727,996	1.63
Idaho	02/01/2020	1,446	01/25/2020	11,337	727,996	1.56
Idaho	02/08/2020	1,443	02/01/2020	11,389	727,996	1.56
Idaho	02/15/2020	1,356	02/08/2020	11,334	727,996	1.56
Idaho	02/22/2020	1,114	02/15/2020	11,275	727,996	1.55
Idaho	02/29/2020	998	02/22/2020	10,587	727,996	1.45
Idaho	03/07/2020	938	02/29/2020	10,167	727,996	1.40
Idaho	03/14/2020	1,031	03/07/2020	9,336	727,996	1.28
Idaho	03/21/2020	13,586	03/14/2020	7,869	727,996	1.08
Idaho	03/28/2020	32,941	03/21/2020	15,523	727,996	2.13
Idaho	04/04/2020	30,904	03/28/2020	35,915	727,996	4.93
Idaho	04/11/2020	18,531	04/04/2020	59,139	733,499	8.06
Idaho	04/18/2020	13,023	04/11/2020	67,722	733,499	9.23
Idaho	04/25/2020	8,827	04/18/2020	71,416	733,499	9.74
Idaho	05/02/2020	7,495	04/25/2020	71,794	733,499	9.79
Idaho	05/09/2020	5,795	05/02/2020	65,478	733,499	8.93
Idaho	05/16/2020	5,800	05/09/2020	60,121	733,499	8.20
Idaho	05/23/2020	4,727	05/16/2020	56,692	733,499	7.73
Idaho	05/30/2020	3,646	05/23/2020	51,035	733,499	6.96
Idaho	06/06/2020	3,953	05/30/2020	47,779	733,499	6.51
Idaho	06/13/2020	3,631	06/06/2020	36,764	733,499	5.01
Idaho	06/20/2020	4,285	06/13/2020	33,060	733,499	4.51
Idaho	06/27/2020	5,417	06/20/2020	30,886	733,499	4.21
Idaho	07/04/2020	4,924	06/27/2020	29,090	733,499	3.97
Idaho	07/11/2020	5,458	07/04/2020	28,766	744,799	3.86
Illinois	01/04/2020	11,779	12/28/2019	125,348	5,902,475	2.12
Illinois	01/11/2020	12,703	01/04/2020	136,523	5,910,898	2.31
Illinois	01/18/2020	14,807	01/11/2020	133,967	5,910,898	2.27
Illinois	01/25/2020	9,762	01/18/2020	131,469	5,910,898	2.22
Illinois	02/01/2020	9,343	01/25/2020	143,239	5,910,898	2.42
Illinois	02/08/2020	9,794	02/01/2020	130,900	5,910,898	2.21
Illinois	02/15/2020	8,045	02/08/2020	133,765	5,910,898	2.26
Illinois	02/22/2020	11,812	02/15/2020	131,171	5,910,898	2.22
Illinois	02/29/2020	8,980	02/22/2020	132,123	5,910,898	2.24
Illinois	03/07/2020	8,727	02/29/2020	136,396	5,910,898	2.31
Illinois	03/14/2020	11,305	03/07/2020	130,293	5,910,898	2.20
Illinois	03/21/2020	126,716	03/14/2020	125,422	5,910,898	2.12
Illinois	03/28/2020	185,575	03/21/2020	132,058	5,910,898	2.23
Illinois	04/04/2020	202,157	03/28/2020	263,018	5,910,898	4.45
Illinois	04/11/2020	140,787	04/04/2020	452,826	5,914,575	7.66
Illinois	04/18/2020	118,996	04/11/2020	569,200	5,914,575	9.62
Illinois	04/25/2020	101,322	04/18/2020	681,002	5,914,575	11.51
Illinois	05/02/2020	74,476	04/25/2020	695,971	5,914,575	11.77
Illinois	05/09/2020	72,671	05/02/2020	755,912	5,914,575	12.78
Illinois	05/16/2020	72,780	05/09/2020	733,542	5,914,575	12.40
